ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action,ticket_summary,risk_rationale,recommended_next_step,sla_note,human_review_note
TKT-0403,2026-01-04 20:42:00,"My contact details appear in a public group and I want them removed",Privacy concern,Personal data exposure,High,4,Latin America,API,Arabic,0.56,Legal & Compliance,True,Escalate to specialist,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0404,2026-04-08 01:33:00,"I am not sure which rule my content violated",Policy confusion,Account restriction query,Low,72,North America,Web form,English,0.64,Content Moderation,True,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0405,2026-05-15 12:25:00,"I am not sure which rule my content violated",Policy confusion,Policy clarification,Low,72,Latin America,Web form,Spanish,0.57,Content Moderation,True,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0406,2026-03-17 16:48:00,"I received a refund request from someone I do not recognise",Billing safety escalation,Billing dispute,Medium,24,Latin America,Web form,English,0.81,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0407,2026-03-11 00:58:00,"Several accounts are posting the same content simultaneously which seems coordinated",Platform integrity,Spam campaign,Medium,24,Middle East & Africa,In-app report,Japanese,0.95,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0408,2026-02-06 15:25:00,"Someone logged into my account without my permission",Account abuse,Suspicious login,Low,72,Middle East & Africa,In-app report,English,0.8,Trust & Safety Review,False,Close with education,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0409,2026-01-22 07:07:00,"There are messages sent from my account that I did not write",Account abuse,Compromised account,High,4,Europe,Email,French,0.66,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0410,2026-01-18 07:56:00,"My personal information was shared in a public post without my consent",Privacy concern,Data request,High,4,Middle East & Africa,In-app report,Japanese,0.82,Legal & Compliance,True,Escalate to specialist,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0411,2026-04-02 07:19:00,"There is a suspicious transaction linked to my payment method",Billing safety escalation,Payment fraud link,Medium,24,Europe,Web form,French,0.68,Billing Operations,True,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0412,2026-04-06 00:40:00,"I am seeing content that is very distressing and affecting my wellbeing",Self-harm concern,Crisis language,High,4,Asia Pacific,API,English,0.59,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0413,2026-06-07 01:07:00,"There are messages sent from my account that I did not write",Account abuse,Compromised account,High,4,Latin America,In-app report,English,0.6,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0414,2026-03-11 16:04:00,"I am being targeted by a group of users leaving abusive comments",Harassment,Coordinated harassment,High,4,Middle East & Africa,Web form,Korean,0.92,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0415,2026-04-27 08:42:00,"There is a suspicious transaction linked to my payment method",Billing safety escalation,Billing dispute,Medium,24,Europe,API,Korean,0.62,Billing Operations,True,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0416,2026-01-14 04:20:00,"I am being targeted by a group of users leaving abusive comments",Harassment,Threatening messages,High,4,Europe,In-app report,Spanish,0.84,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0417,2026-02-03 16:06:00,"My post was removed and I do not understand why",Policy confusion,Account restriction query,Low,72,Middle East & Africa,Web form,Spanish,0.64,Content Moderation,True,Close with education,"User is seeking clarification on a moderation decision. Standard appeal review workflow applies.","User appeal following content moderation action. No safety risk identified.","Route to Content Moderation for standard appeal review.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0418,2026-06-13 00:55:00,"A viral post contains factually incorrect information that could cause harm",Misinformation,Misleading media,Medium,24,North America,Email,French,0.97,Content Moderation,False,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0419,2026-02-28 04:56:00,"I saw a post from a friend that worries me and I think they need help",Self-harm concern,Crisis language,High,4,North America,Email,Arabic,0.84,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0420,2026-03-05 16:59:00,"A user has been sending me threatening messages repeatedly",Harassment,Targeted abuse,Low,72,Latin America,Email,Korean,0.85,Trust & Safety Review,False,Close with education,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0421,2026-05-10 04:47:00,"I think I was tricked into sending money to a fake account",Scam or fraud,Payment scam,High,4,Asia Pacific,Web form,Korean,0.85,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0422,2026-03-13 16:31:00,"I think I was tricked into sending money to a fake account",Scam or fraud,Phishing attempt,High,4,Middle East & Africa,Web form,Arabic,0.9,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0423,2026-03-04 21:34:00,"I saw a post from a friend that worries me and I think they need help",Self-harm concern,Crisis language,High,4,Latin America,In-app report,French,0.91,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0424,2026-03-02 11:14:00,"I saw a post from a friend that worries me and I think they need help",Self-harm concern,User concern for another,High,4,North America,API,Arabic,0.78,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0425,2026-06-19 06:43:00,"Several accounts are posting the same content simultaneously which seems coordinated",Platform integrity,Bot activity,Medium,24,Middle East & Africa,Web form,Korean,0.84,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0426,2026-02-14 09:44:00,"A post is spreading false information about health treatments",Misinformation,Misleading media,Medium,24,Asia Pacific,API,Portuguese,0.69,Content Moderation,True,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0427,2026-01-29 09:59:00,"A profile seems to be targeting children with suspicious messages",Child safety concern,Age verification issue,Critical,1,Middle East & Africa,Web form,German,0.96,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0428,2026-02-01 23:32:00,"There are messages sent from my account that I did not write",Account abuse,Suspicious login,High,4,Asia Pacific,In-app report,French,0.96,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0429,2026-01-24 07:14:00,"A message I received looks like a phishing attempt",Scam or fraud,Impersonation,High,4,Latin America,Web form,Korean,0.93,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0430,2026-04-06 17:46:00,"Several accounts are posting the same content simultaneously which seems coordinated",Platform integrity,Coordinated inauthentic behaviour,Medium,24,Middle East & Africa,Email,Portuguese,0.97,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0431,2026-01-31 21:13:00,"I cannot log in and I think my password was changed by someone else",Account abuse,Compromised account,High,4,Europe,Web form,Portuguese,0.57,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0432,2026-05-27 01:21:00,"A profile seems to be targeting children with suspicious messages",Child safety concern,Age verification issue,Critical,1,Asia Pacific,API,Korean,0.78,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0433,2026-05-19 22:02:00,"I received a refund request from someone I do not recognise",Billing safety escalation,Suspicious refund request,Medium,24,Latin America,In-app report,Japanese,0.81,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0434,2026-04-30 13:48:00,"I am a parent and I noticed an adult was messaging my young child asking for photos",Child safety concern,Age verification issue,Critical,1,North America,API,Arabic,0.61,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0435,2026-01-17 05:28:00,"I see a charge on my account that I did not authorise",Billing safety escalation,Unauthorised charge,Medium,24,Latin America,In-app report,Portuguese,0.62,Billing Operations,True,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0436,2026-02-11 12:19:00,"I received a refund request from someone I do not recognise",Billing safety escalation,Billing dispute,Critical,1,Latin America,Web form,Spanish,0.8,Billing Operations,True,Immediate action required,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0437,2026-04-24 13:55:00,"A profile seems to be targeting children with suspicious messages",Child safety concern,Age verification issue,Critical,1,Middle East & Africa,In-app report,Korean,0.68,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0438,2026-01-18 10:46:00,"Someone is pretending to be a company representative asking for my details",Scam or fraud,Phishing attempt,High,4,Asia Pacific,API,Japanese,0.73,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0439,2026-05-31 06:26:00,"A user is sharing private photos of me that I did not give permission to share",Privacy concern,Personal data exposure,Low,72,Europe,In-app report,Japanese,0.87,Legal & Compliance,False,Close with education,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","Low severity — action required within 72 hours.","Human review not required. Standard workflow applies."
TKT-0440,2026-06-16 12:41:00,"A message I received looks like a phishing attempt",Scam or fraud,Fake giveaway,Critical,1,Middle East & Africa,In-app report,Portuguese,0.93,Fraud & Abuse Team,True,Immediate action required,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0441,2026-04-24 01:04:00,"A message I received looks like a phishing attempt",Scam or fraud,Phishing attempt,High,4,Europe,API,English,0.6,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0442,2026-01-15 10:17:00,"Several accounts are posting the same content simultaneously which seems coordinated",Platform integrity,Fake account,Medium,24,Europe,Email,German,0.64,Content Moderation,True,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0443,2026-04-08 13:35:00,"Someone keeps contacting me after I asked them to stop",Harassment,Coordinated harassment,High,4,North America,Email,Arabic,0.88,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0444,2026-01-05 21:18:00,"Someone logged into my account without my permission",Account abuse,Credential sharing,High,4,Europe,API,Korean,0.89,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0445,2026-01-08 12:39:00,"I cannot log in and I think my password was changed by someone else",Account abuse,Suspicious login,High,4,Middle East & Africa,Web form,Japanese,0.94,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0446,2026-03-02 04:58:00,"I cannot log in and I think my password was changed by someone else",Account abuse,Suspicious login,High,4,North America,Email,Japanese,0.75,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0447,2026-06-03 15:33:00,"A user is sharing private photos of me that I did not give permission to share",Privacy concern,Data request,Low,72,North America,API,Korean,0.6,Legal & Compliance,True,Close with education,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0448,2026-02-18 11:03:00,"A bot is flooding a comment section with spam",Platform integrity,Bot activity,High,4,Asia Pacific,Web form,Spanish,0.57,Content Moderation,True,Escalate to specialist,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0449,2026-06-14 09:22:00,"I am seeing content that is very distressing and affecting my wellbeing",Self-harm concern,User concern for another,Low,72,Latin America,API,Japanese,0.86,Trust & Safety Review,True,Close with education,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","Low severity — action required within 72 hours.","Human review mandatory. Do not auto-resolve."
TKT-0450,2026-01-31 03:53:00,"I received a refund request from someone I do not recognise",Billing safety escalation,Billing dispute,Medium,24,Europe,In-app report,Portuguese,0.62,Billing Operations,True,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0451,2026-05-26 04:29:00,"A user posted something that suggests they are in crisis",Self-harm concern,Distressing content,High,4,Europe,Email,Japanese,0.9,Trust & Safety Review,True,Escalate to specialist,"User report contains language or observations consistent with welfare concern. Human review mandatory.","Language patterns include distress signals. Welfare concern is plausible.","Escalate immediately. Apply safe messaging guidelines.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0452,2026-01-09 04:33:00,"I received a refund request from someone I do not recognise",Billing safety escalation,Unauthorised charge,Medium,24,Asia Pacific,In-app report,Portuguese,0.95,Billing Operations,False,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0453,2026-05-21 13:01:00,"A bot is flooding a comment section with spam",Platform integrity,Spam campaign,Medium,24,Middle East & Africa,Web form,English,0.78,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0454,2026-05-09 05:57:00,"Someone is pretending to be a company representative asking for my details",Scam or fraud,Fake giveaway,High,4,Middle East & Africa,Web form,Arabic,0.94,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0455,2026-01-08 18:53:00,"I received a suspicious message asking me to click a link to verify my account",Scam or fraud,Impersonation,High,4,Latin America,Web form,Korean,0.71,Fraud & Abuse Team,True,Escalate to specialist,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0456,2026-04-27 15:46:00,"Several accounts are posting the same content simultaneously which seems coordinated",Platform integrity,Spam campaign,Medium,24,Asia Pacific,In-app report,French,0.72,Content Moderation,False,Monitor and log,"User reports suspected inauthentic behaviour, spam or coordinated abuse. Platform integrity review required.","Inauthentic or coordinated behaviour suspected.","Route to Content Moderation. Assess account network for coordinated abuse.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0457,2026-03-31 23:34:00,"I have been receiving hateful messages about my identity",Harassment,Hate speech,High,4,Middle East & Africa,Email,English,0.82,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0458,2026-04-17 09:34:00,"There are messages sent from my account that I did not write",Account abuse,Compromised account,High,4,Latin America,In-app report,Arabic,0.7,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0459,2026-01-13 06:00:00,"Someone is sharing manipulated images and presenting them as real",Misinformation,Election misinformation,Medium,24,Asia Pacific,In-app report,French,0.68,Content Moderation,True,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0460,2026-03-17 07:49:00,"A user has been sending me threatening messages repeatedly",Harassment,Hate speech,High,4,Latin America,API,Arabic,0.78,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0461,2026-04-11 03:28:00,"Someone is sharing manipulated images and presenting them as real",Misinformation,Coordinated false claims,Medium,24,Asia Pacific,Email,Arabic,0.76,Content Moderation,False,Monitor and log,"User reports misleading or false content. Content review and fact-check assessment required.","False or misleading claim identified. Potential for harm if widely shared.","Route to Content Moderation. Review content for policy violation.","Medium severity — action required within 24 hours.","Human review not required. Standard workflow applies."
TKT-0462,2026-01-23 11:52:00,"There is a suspicious transaction linked to my payment method",Billing safety escalation,Billing dispute,Medium,24,Europe,API,Japanese,0.64,Billing Operations,True,Monitor and log,"User reports suspicious billing activity. Billing team investigation required.","Suspicious financial activity linked to user account.","Route to Billing Operations. Investigate transaction history.","Medium severity — action required within 24 hours.","Human review mandatory. Do not auto-resolve."
TKT-0463,2026-01-01 09:09:00,"Someone is pretending to be a company representative asking for my details",Scam or fraud,Phishing attempt,Critical,1,Latin America,API,Japanese,0.81,Fraud & Abuse Team,True,Immediate action required,"User reports suspicious activity consistent with phishing or fraud. Sender account investigation required.","Report contains phishing or fraud indicators. Sender account is suspicious.","Escalate to Fraud and Abuse Team. Investigate sender account.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0464,2026-02-24 17:28:00,"I cannot log in and I think my password was changed by someone else",Account abuse,Credential sharing,High,4,Asia Pacific,Email,German,0.57,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0465,2026-04-29 23:16:00,"Someone logged into my account without my permission",Account abuse,Account takeover,High,4,Middle East & Africa,Web form,Arabic,0.72,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0466,2026-06-17 06:57:00,"I am a parent and I noticed an adult was messaging my young child asking for photos",Child safety concern,Possible grooming,Critical,1,Asia Pacific,Web form,Korean,0.82,Child Safety Specialists,True,Immediate action required,"Report describes possible risk involving a minor. Immediate escalation to Child Safety Specialists required.","Possible grooming or inappropriate contact with a minor described.","Escalate immediately to Child Safety Specialists. Preserve all records.","Critical severity — action required within 1 hour.","Human review mandatory. Do not auto-resolve."
TKT-0467,2026-06-03 04:39:00,"I am being targeted by a group of users leaving abusive comments",Harassment,Threatening messages,High,4,Latin America,Email,Arabic,0.9,Trust & Safety Review,True,Escalate to specialist,"User reports repeated unwanted contact or threatening behaviour. Escalation to Trust and Safety reviewer required.","Repeated unwanted contact or threatening language described.","Escalate to Trust and Safety Review. Review communication history.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0468,2026-04-04 02:50:00,"My account was accessed from an unknown location",Account abuse,Credential sharing,High,4,Europe,Email,Korean,0.85,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0469,2026-01-18 10:05:00,"My contact details appear in a public group and I want them removed",Privacy concern,Data request,High,4,Middle East & Africa,In-app report,Portuguese,0.65,Legal & Compliance,True,Escalate to specialist,"User reports potential data exposure or privacy violation. Legal and compliance review recommended.","Personal data exposure or privacy violation described.","Escalate to Legal and Compliance. Assess data exposure risk.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
TKT-0470,2026-05-05 16:33:00,"I cannot log in and I think my password was changed by someone else",Account abuse,Account takeover,High,4,Middle East & Africa,In-app report,French,0.85,Trust & Safety Review,True,Escalate to specialist,"User reports possible account compromise or unauthorised access. Immediate account security review recommended.","Unauthorised access indicators present in report. Account security compromise likely.","Escalate to Trust and Safety Review. Initiate account security check.","High severity — action required within 4 hours.","Human review mandatory. Do not auto-resolve."
