ticket_id,created_at,user_report,risk_category,subcategory,severity,sla_target_hours,region,channel,language,model_confidence,escalation_team,human_review_required,final_action
TKT-0302,2026-04-30 23:03:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,potential_immediate_risk,High,4,Europe,Web form,English,0.93,Trust & Safety Review,True,Human review required
TKT-0303,2026-04-20 08:03:00,This looks like coordinated fake account activity.,Platform integrity,scripted_abuse,Medium,24,Asia-Pacific,Live chat,French,0.84,Fraud and Account Integrity,False,Fraud investigation
TKT-0304,2026-02-09 14:56:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,bot_like_activity,High,4,UK,Live chat,English,0.67,Fraud and Account Integrity,True,Content review
TKT-0305,2026-04-15 18:59:00,Someone sent me a link that looks like a phishing attempt.,Scam or fraud,investment_scam,High,4,North America,Appeal form,Arabic,0.92,Fraud and Account Integrity,True,Human review required
TKT-0306,2026-04-15 21:12:00,A post is making false claims that could lead people to unsafe behaviour.,Misinformation,manipulated_media,High,4,Global / Unknown,Web form,English,0.72,Policy Review,True,Human review required
TKT-0307,2026-01-02 11:28:00,I want to appeal the decision on my content.,Policy confusion,appeal_request,Medium,24,Middle East,Email support,Spanish,0.89,Support / Education,False,User education
TKT-0308,2026-03-07 01:43:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,potential_immediate_risk,Critical,1,Africa,Mobile app,Spanish,0.67,Trust & Safety Review,True,Safety escalation
TKT-0309,2026-03-07 16:36:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,impersonation,High,4,Africa,Appeal form,Arabic,0.71,Fraud and Account Integrity,True,Fraud investigation
TKT-0310,2026-03-08 05:57:00,I want my private information removed from this post.,Privacy concern,visibility_misconfiguration,Medium,24,Asia-Pacific,Email support,German,0.73,Privacy Review,True,Privacy escalation
TKT-0311,2026-02-16 06:04:00,I do not understand why my post was removed.,Policy confusion,account_action_question,Low,72,Asia-Pacific,Live chat,German,0.76,Support / Education,False,Policy review
TKT-0312,2026-02-15 05:40:00,The policy explanation was unclear to me.,Policy confusion,feature_restriction_question,Medium,24,UK,Mobile app,Spanish,0.8,Support / Education,False,Policy review
TKT-0313,2026-02-09 06:29:00,Someone is repeatedly insulting me in comments.,Harassment,intimidation,Medium,24,Asia-Pacific,Web form,German,0.65,Trust & Safety Review,True,Human review required
TKT-0314,2026-04-08 12:49:00,I think someone is trying to break into my account repeatedly.,Account abuse,suspicious_login_attempt,Medium,24,UK,Live chat,German,0.6,Fraud and Account Integrity,True,Account security review
TKT-0315,2026-03-23 22:38:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,non_immediate_distress,High,4,Global / Unknown,Web form,Spanish,0.72,Trust & Safety Review,True,Safety escalation
TKT-0316,2026-03-11 04:50:00,I want to appeal the decision on my content.,Policy confusion,unclear_policy_application,Medium,24,Global / Unknown,Mobile app,French,0.63,Support / Education,True,Policy review
TKT-0317,2026-01-03 10:52:00,I think someone is trying to break into my account repeatedly.,Account abuse,session_hijack_suspected,High,4,North America,Live chat,French,0.72,Fraud and Account Integrity,True,Account security review
TKT-0318,2026-04-25 06:43:00,Someone sent me a link that looks like a phishing attempt.,Scam or fraud,advance_fee_scam,High,4,Europe,Mobile app,German,0.86,Fraud and Account Integrity,True,Fraud investigation
TKT-0319,2026-04-02 00:44:00,A user appears to be trying to build an unsafe relationship with a minor.,Child safety concern,suspected_grooming_signal,Critical,1,Global / Unknown,Appeal form,Arabic,0.73,Child Safety Escalation,True,Child safety escalation
TKT-0320,2026-03-02 23:21:00,I think a minor may be at risk based on this interaction.,Child safety concern,minor_privacy_concern,Critical,1,Global / Unknown,Appeal form,Other,0.67,Child Safety Escalation,True,Child safety escalation
TKT-0321,2026-01-08 05:49:00,Someone pressured me into making a payment.,Billing safety escalation,coerced_payment,Medium,24,Europe,Mobile app,Russian,0.94,Fraud and Account Integrity,True,Fraud investigation
TKT-0322,2026-01-10 01:57:00,I think a minor may be at risk based on this interaction.,Child safety concern,age_appropriate_content_concern,Critical,1,North America,Web form,English,0.79,Child Safety Escalation,True,Human review required
TKT-0323,2026-02-03 07:19:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,payment_method_misuse,Medium,24,North America,Email support,Spanish,0.81,Fraud and Account Integrity,True,Account security review
TKT-0324,2026-02-28 02:30:00,I noticed a suspicious charge after my account was accessed.,Billing safety escalation,payment_method_misuse,High,4,North America,Live chat,Arabic,0.81,Fraud and Account Integrity,True,Human review required
TKT-0325,2026-03-01 07:38:00,Several accounts appear to be bots.,Platform integrity,bot_like_activity,High,4,Middle East,Web form,Other,0.85,Fraud and Account Integrity,True,Content review
TKT-0326,2026-04-21 01:59:00,A user is spreading misleading safety information.,Misinformation,harmful_instructional_content,High,4,Europe,Mobile app,German,0.8,Policy Review,True,Content review
TKT-0327,2026-03-30 03:39:00,This video appears to be manipulated and presented as real.,Misinformation,harmful_instructional_content,High,4,Africa,Web form,Arabic,0.78,Policy Review,True,Human review required
TKT-0328,2026-04-02 00:12:00,Someone changed my password and I cannot access my account.,Account abuse,account_settings_changed,High,4,Middle East,Web form,Russian,0.86,Fraud and Account Integrity,True,Human review required
TKT-0329,2026-02-08 14:16:00,I want my private information removed from this post.,Privacy concern,deletion_request,Medium,24,Middle East,Live chat,Spanish,0.92,Privacy Review,True,Privacy escalation
TKT-0330,2026-03-10 12:31:00,A group of users are targeting me with abusive replies.,Harassment,threats,Medium,24,Europe,Live chat,Arabic,0.93,Trust & Safety Review,False,Human review required
TKT-0331,2026-03-06 22:07:00,A user appears to be trying to build an unsafe relationship with a minor.,Child safety concern,minor_privacy_concern,Critical,1,Europe,Live chat,French,0.65,Child Safety Escalation,True,Child safety escalation
TKT-0332,2026-04-14 12:24:00,Private information about a child was shared publicly.,Child safety concern,minor_contact_concern,Critical,1,Europe,Appeal form,Spanish,0.62,Child Safety Escalation,True,Child safety escalation
TKT-0333,2026-03-11 18:54:00,I do not understand why my post was removed.,Policy confusion,feature_restriction_question,Low,72,Global / Unknown,Appeal form,Other,0.73,Support / Education,True,User education
TKT-0334,2026-02-24 14:59:00,The policy explanation was unclear to me.,Policy confusion,unclear_policy_application,Low,72,Europe,Mobile app,English,0.94,Support / Education,False,Policy review
TKT-0335,2026-02-08 07:34:00,My payment method was used without my permission.,Billing safety escalation,payment_method_misuse,High,4,Asia-Pacific,Mobile app,German,0.92,Fraud and Account Integrity,True,Account security review
TKT-0336,2026-04-17 19:22:00,Why was my account feature restricted?,Policy confusion,appeal_request,Medium,24,Latin America,In-product report,Russian,0.93,Support / Education,False,User education
TKT-0337,2026-03-07 02:53:00,My payment method was used without my permission.,Billing safety escalation,billing_after_account_takeover,Medium,24,Europe,In-product report,German,0.9,Fraud and Account Integrity,True,Fraud investigation
TKT-0338,2026-03-24 21:36:00,Why was my account feature restricted?,Policy confusion,appeal_request,Low,72,UK,Appeal form,Russian,0.8,Support / Education,False,User education
TKT-0339,2026-03-21 17:18:00,I noticed a suspicious charge after my account was accessed.,Billing safety escalation,payment_method_misuse,Medium,24,Asia-Pacific,Live chat,German,0.61,Fraud and Account Integrity,True,Account security review
TKT-0340,2026-02-17 17:16:00,Several accounts appear to be bots.,Platform integrity,spam_network,Medium,24,Europe,Live chat,German,0.67,Fraud and Account Integrity,True,Fraud investigation
TKT-0341,2026-04-05 02:41:00,I want to appeal the decision on my content.,Policy confusion,feature_restriction_question,Low,72,UK,Appeal form,German,0.74,Support / Education,True,No action
TKT-0342,2026-02-08 18:17:00,Someone changed my password and I cannot access my account.,Account abuse,session_hijack_suspected,High,4,UK,Appeal form,Russian,0.8,Fraud and Account Integrity,True,Account security review
TKT-0343,2026-01-31 05:02:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,potential_immediate_risk,High,4,Asia-Pacific,Email support,French,0.77,Trust & Safety Review,True,Safety escalation
TKT-0344,2026-03-13 01:26:00,I received a suspicious message promising a fake investment return.,Scam or fraud,fake_offer,High,4,Global / Unknown,Email support,French,0.64,Fraud and Account Integrity,True,Fraud investigation
TKT-0345,2026-04-23 14:25:00,This account is pretending to be someone else and asking people for money.,Scam or fraud,off_platform_payment,High,4,UK,Email support,Spanish,0.69,Fraud and Account Integrity,True,Human review required
TKT-0346,2026-03-21 02:58:00,I am worried that another user may hurt themselves based on their recent messages.,Self-harm concern,crisis_language,High,4,North America,In-product report,Other,0.72,Trust & Safety Review,True,Safety escalation
TKT-0347,2026-01-29 11:32:00,A group of users are targeting me with abusive replies.,Harassment,sexual_harassment,High,4,Asia-Pacific,In-product report,Arabic,0.7,Trust & Safety Review,True,Safety escalation
TKT-0348,2026-03-05 23:53:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,non_immediate_distress,High,4,Asia-Pacific,Live chat,Spanish,0.64,Trust & Safety Review,True,Human review required
TKT-0349,2026-02-20 18:31:00,Private information about a child was shared publicly.,Child safety concern,minor_privacy_concern,Critical,1,North America,Web form,English,0.74,Child Safety Escalation,True,Human review required
TKT-0350,2026-04-13 01:07:00,A user asked me to send payment through a private link.,Scam or fraud,impersonation,High,4,UK,Mobile app,French,0.67,Fraud and Account Integrity,True,Human review required
TKT-0351,2026-04-02 15:24:00,Private information about a child was shared publicly.,Child safety concern,minor_privacy_concern,Critical,1,Asia-Pacific,Live chat,Arabic,0.73,Child Safety Escalation,True,Child safety escalation
TKT-0352,2026-03-24 17:40:00,This account is pretending to be someone else and asking people for money.,Scam or fraud,investment_scam,High,4,UK,Email support,Spanish,0.83,Fraud and Account Integrity,True,Human review required
TKT-0353,2026-04-20 20:07:00,I think a minor may be at risk based on this interaction.,Child safety concern,suspected_grooming_signal,Critical,1,Europe,Appeal form,Arabic,0.8,Child Safety Escalation,True,Human review required
TKT-0354,2026-04-29 21:09:00,I am worried an adult is contacting my younger sibling.,Child safety concern,suspected_grooming_signal,Critical,1,Asia-Pacific,Live chat,German,0.69,Child Safety Escalation,True,Human review required
TKT-0355,2026-01-14 18:54:00,Someone is repeatedly insulting me in comments.,Harassment,repeated_unwanted_contact,Medium,24,Latin America,Appeal form,Arabic,0.55,Trust & Safety Review,True,Safety escalation
TKT-0356,2026-01-20 06:54:00,A post is making false claims that could lead people to unsafe behaviour.,Misinformation,safety_misinformation,Medium,24,Middle East,Live chat,English,0.7,Policy Review,True,Policy review
TKT-0357,2026-03-25 08:35:00,A user keeps sending me unwanted messages after I asked them to stop.,Harassment,targeted_insults,Medium,24,Africa,Mobile app,French,0.87,Trust & Safety Review,False,Content review
TKT-0358,2026-02-24 02:32:00,Someone changed my password and I cannot access my account.,Account abuse,session_hijack_suspected,High,4,Africa,Web form,Russian,0.77,Fraud and Account Integrity,True,Human review required
TKT-0359,2026-01-25 05:04:00,I want to appeal the decision on my content.,Policy confusion,appeal_request,Medium,24,Asia-Pacific,In-product report,German,0.7,Support / Education,True,User education
TKT-0360,2026-04-14 07:22:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,scripted_abuse,High,4,North America,Appeal form,French,0.82,Fraud and Account Integrity,True,Fraud investigation
TKT-0361,2026-02-08 04:25:00,Several accounts appear to be bots.,Platform integrity,scripted_abuse,High,4,Middle East,In-product report,German,0.8,Fraud and Account Integrity,True,Content review
TKT-0362,2026-01-14 13:24:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,coordinated_inauthentic_activity,High,4,Africa,Email support,Russian,0.69,Fraud and Account Integrity,True,Human review required
TKT-0363,2026-03-12 14:55:00,A post is making false claims that could lead people to unsafe behaviour.,Misinformation,health_misinformation,High,4,North America,In-product report,English,0.84,Policy Review,True,Policy review
TKT-0364,2026-02-02 03:33:00,I saw a message from a user saying they cannot continue anymore.,Self-harm concern,non_immediate_distress,Critical,1,Africa,Email support,German,0.8,Trust & Safety Review,True,Human review required
TKT-0365,2026-01-10 18:36:00,The policy explanation was unclear to me.,Policy confusion,appeal_request,Low,72,North America,Web form,Other,0.73,Support / Education,True,No action
TKT-0366,2026-01-07 08:16:00,This video appears to be manipulated and presented as real.,Misinformation,harmful_instructional_content,Medium,24,Latin America,Mobile app,Other,0.9,Policy Review,False,Content review
TKT-0367,2026-01-13 17:56:00,My personal details are visible where they should not be.,Privacy concern,visibility_misconfiguration,High,4,Africa,Web form,Arabic,0.8,Privacy Review,True,Privacy escalation
TKT-0368,2026-03-05 19:54:00,I am worried an adult is contacting my younger sibling.,Child safety concern,suspected_grooming_signal,Critical,1,Global / Unknown,Web form,Arabic,0.7,Child Safety Escalation,True,Human review required
TKT-0369,2026-03-31 18:03:00,Several accounts appear to be bots.,Platform integrity,spam_network,High,4,North America,Web form,Russian,0.65,Fraud and Account Integrity,True,Human review required
TKT-0370,2026-01-15 14:28:00,Several accounts appear to be bots.,Platform integrity,fake_account_cluster,Medium,24,UK,Email support,Other,0.79,Fraud and Account Integrity,False,Content review
TKT-0371,2026-02-17 22:17:00,A group of users are targeting me with abusive replies.,Harassment,intimidation,Medium,24,Latin America,Live chat,English,0.56,Trust & Safety Review,True,Human review required
TKT-0372,2026-03-20 07:19:00,I think a minor may be at risk based on this interaction.,Child safety concern,minor_privacy_concern,Critical,1,Asia-Pacific,In-product report,Other,0.7,Child Safety Escalation,True,Child safety escalation
TKT-0373,2026-04-06 08:26:00,A user asked me to send payment through a private link.,Scam or fraud,refund_abuse,High,4,North America,Web form,French,0.65,Fraud and Account Integrity,True,Human review required
TKT-0374,2026-01-28 20:00:00,Someone sent me a link that looks like a phishing attempt.,Scam or fraud,phishing_attempt,High,4,Global / Unknown,Live chat,Spanish,0.83,Fraud and Account Integrity,True,Fraud investigation
TKT-0375,2026-02-05 16:48:00,The same scripted message is being posted across many accounts.,Platform integrity,bot_like_activity,Medium,24,Middle East,Appeal form,Russian,0.84,Fraud and Account Integrity,False,Human review required
TKT-0376,2026-04-14 14:51:00,Someone changed my password and I cannot access my account.,Account abuse,unauthorised_login,Medium,24,Latin America,Mobile app,French,0.82,Fraud and Account Integrity,False,Human review required
TKT-0377,2026-04-06 20:08:00,My payment method was used without my permission.,Billing safety escalation,payment_method_misuse,High,4,Latin America,Web form,English,0.85,Fraud and Account Integrity,True,Human review required
TKT-0378,2026-02-25 22:50:00,A user posted something that sounds like they are in crisis.,Self-harm concern,concern_about_other_user,Critical,1,North America,Web form,Other,0.9,Trust & Safety Review,True,Safety escalation
TKT-0379,2026-01-28 01:39:00,Someone changed my password and I cannot access my account.,Account abuse,account_recovery_abuse,Medium,24,Middle East,Mobile app,Russian,0.63,Fraud and Account Integrity,True,Human review required
TKT-0380,2026-04-30 03:55:00,A user posted my phone number publicly.,Privacy concern,visibility_misconfiguration,High,4,Asia-Pacific,In-product report,Other,0.76,Privacy Review,True,Privacy escalation
TKT-0381,2026-03-26 18:52:00,I saw a message from a user saying they cannot continue anymore.,Self-harm concern,self_disclosure,Critical,1,Asia-Pacific,Mobile app,German,0.9,Trust & Safety Review,True,Safety escalation
TKT-0382,2026-04-13 04:06:00,Private information about a child was shared publicly.,Child safety concern,minor_contact_concern,Critical,1,Latin America,Email support,Arabic,0.7,Child Safety Escalation,True,Child safety escalation
TKT-0383,2026-04-08 09:11:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,concern_about_other_user,High,4,Asia-Pacific,Email support,Russian,0.73,Trust & Safety Review,True,Human review required
TKT-0384,2026-02-20 11:32:00,A user appears to be trying to build an unsafe relationship with a minor.,Child safety concern,suspected_grooming_signal,Critical,1,North America,In-product report,Other,0.66,Child Safety Escalation,True,Child safety escalation
TKT-0385,2026-02-27 13:45:00,The same scripted message is being posted across many accounts.,Platform integrity,review_manipulation,Medium,24,Global / Unknown,Live chat,English,0.72,Fraud and Account Integrity,True,Content review
TKT-0386,2026-01-21 23:45:00,This looks like coordinated fake account activity.,Platform integrity,bot_like_activity,High,4,North America,Email support,English,0.86,Fraud and Account Integrity,True,Content review
TKT-0387,2026-04-28 14:36:00,A group of fake accounts are manipulating reviews.,Platform integrity,scripted_abuse,High,4,Africa,Appeal form,French,0.95,Fraud and Account Integrity,True,Content review
TKT-0388,2026-01-16 21:21:00,Why was my account feature restricted?,Policy confusion,account_action_question,Low,72,Asia-Pacific,Email support,Russian,0.82,Support / Education,False,Policy review
TKT-0389,2026-04-19 16:43:00,My address was shared in a comment without my consent.,Privacy concern,unauthorised_sharing,High,4,North America,Email support,German,0.92,Privacy Review,True,Privacy escalation
TKT-0390,2026-02-14 22:48:00,This content does not seem appropriate for children.,Child safety concern,suspected_grooming_signal,Critical,1,Latin America,In-product report,Spanish,0.73,Child Safety Escalation,True,Human review required
TKT-0391,2026-02-04 00:58:00,Someone is repeatedly insulting me in comments.,Harassment,threats,High,4,UK,Live chat,French,0.75,Trust & Safety Review,True,Safety escalation
TKT-0392,2026-01-18 00:39:00,I am worried an adult is contacting my younger sibling.,Child safety concern,age_appropriate_content_concern,Critical,1,Africa,Email support,Spanish,0.79,Child Safety Escalation,True,Human review required
TKT-0393,2026-01-09 00:59:00,A group of users are targeting me with abusive replies.,Harassment,threats,High,4,Latin America,Web form,English,0.74,Trust & Safety Review,True,Human review required
TKT-0394,2026-02-24 02:37:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,review_manipulation,High,4,North America,In-product report,Spanish,0.85,Fraud and Account Integrity,True,Content review
TKT-0395,2026-01-06 08:11:00,A post is making false claims that could lead people to unsafe behaviour.,Misinformation,harmful_instructional_content,Medium,24,North America,Appeal form,English,0.78,Policy Review,False,Policy review
TKT-0396,2026-02-25 18:07:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,non_immediate_distress,High,4,North America,Email support,Other,0.91,Trust & Safety Review,True,Safety escalation
TKT-0397,2026-01-01 09:38:00,I noticed a suspicious charge after my account was accessed.,Billing safety escalation,refund_dispute_with_fraud_signal,High,4,Latin America,Web form,Russian,0.81,Fraud and Account Integrity,True,Human review required
TKT-0398,2026-03-30 07:03:00,My personal details are visible where they should not be.,Privacy concern,deletion_request,High,4,Middle East,Appeal form,Other,0.74,Privacy Review,True,Privacy escalation
TKT-0399,2026-04-06 07:19:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,self_disclosure,Critical,1,Asia-Pacific,Email support,English,0.71,Trust & Safety Review,True,Safety escalation
TKT-0400,2026-03-21 09:52:00,Someone is making intimidating comments toward me.,Harassment,intimidation,High,4,Europe,Email support,Other,0.83,Trust & Safety Review,True,Safety escalation
TKT-0401,2026-03-29 02:40:00,Someone sent me a link that looks like a phishing attempt.,Scam or fraud,refund_abuse,High,4,Global / Unknown,Mobile app,French,0.63,Fraud and Account Integrity,True,Human review required
TKT-0402,2026-01-16 01:48:00,A user posted my phone number publicly.,Privacy concern,visibility_misconfiguration,Medium,24,Global / Unknown,Appeal form,Other,0.83,Privacy Review,True,Human review required
TKT-0403,2026-02-14 11:38:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,self_disclosure,High,4,Global / Unknown,Appeal form,Other,0.86,Trust & Safety Review,True,Safety escalation
TKT-0404,2026-03-07 14:48:00,This video appears to be manipulated and presented as real.,Misinformation,safety_misinformation,Medium,24,Asia-Pacific,Email support,Arabic,0.6,Policy Review,True,Human review required
TKT-0405,2026-01-26 02:06:00,This looks like coordinated fake account activity.,Platform integrity,review_manipulation,High,4,Africa,Email support,Other,0.69,Fraud and Account Integrity,True,Content review
TKT-0406,2026-01-27 01:02:00,I am worried an adult is contacting my younger sibling.,Child safety concern,minor_contact_concern,Critical,1,Europe,In-product report,English,0.92,Child Safety Escalation,True,Child safety escalation
TKT-0407,2026-04-14 20:45:00,I received threatening messages from another account.,Harassment,threats,Medium,24,North America,Web form,English,0.76,Trust & Safety Review,False,Human review required
TKT-0408,2026-04-13 20:23:00,I am worried an adult is contacting my younger sibling.,Child safety concern,minor_contact_concern,Critical,1,Middle East,In-product report,German,0.67,Child Safety Escalation,True,Human review required
TKT-0409,2026-03-14 13:35:00,This content does not seem appropriate for children.,Child safety concern,suspected_grooming_signal,Critical,1,UK,Email support,English,0.7,Child Safety Escalation,True,Human review required
TKT-0410,2026-03-31 03:35:00,The policy explanation was unclear to me.,Policy confusion,feature_restriction_question,Low,72,UK,Appeal form,Arabic,0.83,Support / Education,False,User education
TKT-0411,2026-01-06 20:42:00,A user posted my phone number publicly.,Privacy concern,doxxing_concern,Medium,24,Europe,Live chat,Russian,0.82,Privacy Review,True,Human review required
TKT-0412,2026-04-01 20:43:00,This post is sharing dangerous health advice that could harm people.,Misinformation,misleading_claims,High,4,UK,In-product report,German,0.95,Policy Review,True,Human review required
TKT-0413,2026-03-23 00:25:00,I am worried an adult is contacting my younger sibling.,Child safety concern,suspected_grooming_signal,Critical,1,Middle East,Email support,French,0.81,Child Safety Escalation,True,Child safety escalation
TKT-0414,2026-04-11 11:33:00,A group of fake accounts are manipulating reviews.,Platform integrity,review_manipulation,High,4,Global / Unknown,Live chat,Spanish,0.77,Fraud and Account Integrity,True,Fraud investigation
TKT-0415,2026-01-05 04:30:00,This post is sharing dangerous health advice that could harm people.,Misinformation,health_misinformation,Medium,24,UK,Live chat,English,0.57,Policy Review,True,Policy review
TKT-0416,2026-03-25 14:14:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,self_disclosure,High,4,North America,Mobile app,Other,0.95,Trust & Safety Review,True,Safety escalation
TKT-0417,2026-03-01 04:21:00,A user keeps sending me unwanted messages after I asked them to stop.,Harassment,intimidation,High,4,Africa,Live chat,English,0.95,Trust & Safety Review,True,Safety escalation
TKT-0418,2026-01-25 17:09:00,Someone said they do not feel safe and may harm themselves.,Self-harm concern,crisis_language,Critical,1,North America,Mobile app,German,0.79,Trust & Safety Review,True,Human review required
TKT-0419,2026-04-09 20:32:00,My recovery email was changed and I did not request it.,Account abuse,account_settings_changed,Medium,24,UK,Web form,Arabic,0.62,Fraud and Account Integrity,True,Human review required
TKT-0420,2026-03-26 02:39:00,Someone changed my password and I cannot access my account.,Account abuse,unauthorised_login,Medium,24,UK,Web form,Other,0.88,Fraud and Account Integrity,False,Account security review
TKT-0421,2026-02-12 05:35:00,I requested a refund but the situation looks like fraud.,Billing safety escalation,suspicious_charge,Medium,24,Latin America,Appeal form,French,0.9,Fraud and Account Integrity,True,Human review required
TKT-0422,2026-04-07 15:59:00,A user appears to be asking for help during a serious emotional crisis.,Self-harm concern,potential_immediate_risk,Critical,1,Latin America,Web form,Arabic,0.91,Trust & Safety Review,True,Safety escalation
TKT-0423,2026-03-04 14:19:00,This account is pretending to be someone else and asking people for money.,Scam or fraud,fake_offer,High,4,Europe,In-product report,German,0.69,Fraud and Account Integrity,True,Fraud investigation
TKT-0424,2026-02-14 04:59:00,Someone pressured me into making a payment.,Billing safety escalation,suspicious_charge,High,4,Europe,Mobile app,Spanish,0.73,Fraud and Account Integrity,True,Human review required
TKT-0425,2026-04-16 10:45:00,My account settings were changed without my permission.,Account abuse,account_recovery_abuse,Medium,24,North America,Appeal form,Other,0.86,Fraud and Account Integrity,False,Account security review
TKT-0426,2026-04-24 10:13:00,A user asked me to send payment through a private link.,Scam or fraud,refund_abuse,High,4,Global / Unknown,In-product report,English,0.64,Fraud and Account Integrity,True,Fraud investigation
TKT-0427,2026-01-24 12:08:00,I requested a refund but the situation looks like fraud.,Billing safety escalation,billing_after_account_takeover,Medium,24,North America,In-product report,Arabic,0.7,Fraud and Account Integrity,True,Fraud investigation
TKT-0428,2026-02-15 17:33:00,Why was my account feature restricted?,Policy confusion,content_removal_question,Medium,24,Africa,In-product report,Arabic,0.63,Support / Education,True,Policy review
TKT-0429,2026-01-07 09:03:00,This video appears to be manipulated and presented as real.,Misinformation,misleading_claims,High,4,Global / Unknown,Live chat,Other,0.68,Policy Review,True,Human review required
TKT-0430,2026-02-07 13:33:00,My personal details are visible where they should not be.,Privacy concern,unauthorised_sharing,High,4,Latin America,Web form,French,0.82,Privacy Review,True,Human review required
TKT-0431,2026-02-11 18:44:00,My account settings were changed without my permission.,Account abuse,credential_stuffing_suspected,Medium,24,UK,Appeal form,Other,0.65,Fraud and Account Integrity,True,Human review required
TKT-0432,2026-04-28 12:00:00,I received threatening messages from another account.,Harassment,intimidation,Medium,24,Global / Unknown,Live chat,Russian,0.83,Trust & Safety Review,False,Human review required
TKT-0433,2026-02-20 07:25:00,Why was my account feature restricted?,Policy confusion,account_action_question,Low,72,Middle East,Appeal form,German,0.91,Support / Education,False,User education
TKT-0434,2026-04-09 03:59:00,I received a suspicious message promising a fake investment return.,Scam or fraud,off_platform_payment,High,4,Latin America,In-product report,French,0.96,Fraud and Account Integrity,True,Human review required
TKT-0435,2026-01-04 14:36:00,Many accounts are posting the same suspicious message repeatedly.,Platform integrity,coordinated_inauthentic_activity,High,4,Middle East,Live chat,Spanish,0.8,Fraud and Account Integrity,True,Content review
TKT-0436,2026-01-29 11:03:00,A group of fake accounts are manipulating reviews.,Platform integrity,scripted_abuse,Medium,24,Global / Unknown,Live chat,Russian,0.67,Fraud and Account Integrity,True,Human review required
TKT-0437,2026-04-04 07:34:00,Private information about a child was shared publicly.,Child safety concern,minor_privacy_concern,Critical,1,Africa,Appeal form,Spanish,0.87,Child Safety Escalation,True,Human review required
TKT-0438,2026-01-28 08:31:00,The same scripted message is being posted across many accounts.,Platform integrity,scripted_abuse,Medium,24,Global / Unknown,Mobile app,Arabic,0.89,Fraud and Account Integrity,False,Fraud investigation
TKT-0439,2026-02-14 05:00:00,I think someone is trying to break into my account repeatedly.,Account abuse,session_hijack_suspected,High,4,Middle East,Email support,Other,0.64,Fraud and Account Integrity,True,Human review required
TKT-0440,2026-01-06 00:31:00,Someone shared private information about me without permission.,Privacy concern,visibility_misconfiguration,High,4,North America,In-product report,English,0.94,Privacy Review,True,Human review required
TKT-0441,2026-04-08 03:15:00,I was charged after suspicious activity appeared on my account.,Billing safety escalation,payment_method_misuse,High,4,Middle East,Web form,Other,0.81,Fraud and Account Integrity,True,Human review required
TKT-0442,2026-02-26 22:48:00,This account is pretending to be someone else and asking people for money.,Scam or fraud,off_platform_payment,High,4,Africa,In-product report,Spanish,0.7,Fraud and Account Integrity,True,Human review required
TKT-0443,2026-02-08 23:33:00,A user offered a service but asked me to pay outside the platform.,Scam or fraud,impersonation,High,4,UK,Appeal form,Russian,0.8,Fraud and Account Integrity,True,Human review required
TKT-0444,2026-03-10 06:07:00,Someone is making intimidating comments toward me.,Harassment,hate_directed_abuse,Medium,24,Global / Unknown,Web form,Other,0.81,Trust & Safety Review,False,Human review required
TKT-0445,2026-01-13 18:31:00,I think someone is trying to break into my account repeatedly.,Account abuse,account_settings_changed,Medium,24,Europe,Mobile app,Arabic,0.88,Fraud and Account Integrity,False,Account security review
TKT-0446,2026-04-17 14:31:00,Several accounts appear to be bots.,Platform integrity,scripted_abuse,Medium,24,Middle East,Mobile app,Spanish,0.72,Fraud and Account Integrity,True,Content review
TKT-0447,2026-03-22 07:29:00,I received threatening messages from another account.,Harassment,targeted_insults,High,4,Africa,Mobile app,Russian,0.88,Trust & Safety Review,True,Content review
TKT-0448,2026-04-17 02:21:00,I want to appeal the decision on my content.,Policy confusion,unclear_policy_application,Low,72,UK,Web form,Spanish,0.86,Support / Education,False,User education
TKT-0449,2026-01-17 03:01:00,A user keeps sending me unwanted messages after I asked them to stop.,Harassment,repeated_unwanted_contact,High,4,Asia-Pacific,Mobile app,Other,0.62,Trust & Safety Review,True,Safety escalation
TKT-0450,2026-01-26 01:28:00,A user appears to be trying to build an unsafe relationship with a minor.,Child safety concern,age_appropriate_content_concern,Critical,1,Middle East,Live chat,Spanish,0.75,Child Safety Escalation,True,Human review required
TKT-0451,2026-04-24 02:34:00,Someone sent me a link that looks like a phishing attempt.,Scam or fraud,phishing_attempt,High,4,UK,Appeal form,French,0.75,Fraud and Account Integrity,True,Fraud investigation
